[Measurement conditions]
Sample identification,
Comment - 1,"Configuration=5-axis Cradle safety limit, Owner=User, Creation date=2021/03/24 15:36:14"
Comment - 2,"Goniometer=Theta/Theta; Minimum step size 2Theta:0.0001; Minimum step size Omega:0.0001"
Comment - 3,"Sample stage=Chi-Phi-x-y-z stage 240 mm; Minimum step size Phi:0.01; Minimum step size Chi:0.01; Minimum step size X:0.01; Minimum step size Y:0.01; Minimum step size Z:0.001"
Comment - 4,"Diffractometer system=EMPYREAN"
Comment - 5,"Measurement program=C:\Users\User\Documents\User\Shimomura lab\program_shimomura lab\TiO2-LAO 2t-w 20-90 Ge220 dcore.xrdmp, Identifier={4F83D392-D46F-473C-9A04-935A26DDC74A}"
Comment - 6,"Fine Calibration Offset for 2Theta = 0.0130 deg"
Anode material,Cu
K-Alpha1 wavelength,1.5405980
K-Alpha2 wavelength,1.5444260
Ratio K-Alpha2/K-Alpha1,0.000
Divergence slit,Fixed,0.76mm
Monochromator used,YES
Generator voltage, 45
Tube current, 40
File date and time,25/7/2022 10:29
Unit cell,
h k l, 0 0 0
Scan axis,2Theta-Omega
Scan range,20.00000,90.00000
Scan step size,0.0200000
Omega offset,0.0000
No. of points, 3500
Scan type,CONTINUOUS
Phi,0.00
Psi,0.00
X,0.00
Y,0.00
Z,9.338
Time per step,0.176
[Scan points]
Angle, TimePerStep, Intensity, ESD
28.99000, 0.176, 3.0, 1.7321
29.01000, 0.176, 2.0, 1.4142
29.03000, 0.176, 5.0, 2.2361
29.05000, 0.176, 4.0, 2.0000
29.07000, 0.176, 4.0, 2.0000
29.09000, 0.176, 3.0, 1.7321
29.11000, 0.176, 3.0, 1.7321
29.13000, 0.176, 1.0, 1.0000
29.15000, 0.176, 0.0, 0.0000
29.17000, 0.176, 3.0, 1.7321
29.19000, 0.176, 2.0, 1.4142
29.21000, 0.176, 4.0, 2.0000
29.23000, 0.176, 3.0, 1.7321
29.25000, 0.176, 4.0, 2.0000
29.27000, 0.176, 1.0, 1.0000
29.29000, 0.176, 4.0, 2.0000
29.31000, 0.176, 5.0, 2.2361
29.33000, 0.176, 6.0, 2.4495
29.35000, 0.176, 4.0, 2.0000
29.37000, 0.176, 2.0, 1.4142
29.39000, 0.176, 1.0, 1.0000
29.41000, 0.176, 2.0, 1.4142
29.43000, 0.176, 5.0, 2.2361
29.45000, 0.176, 3.0, 1.7321
29.47000, 0.176, 0.0, 0.0000
29.49000, 0.176, 5.0, 2.2361
29.51000, 0.176, 2.0, 1.4142
29.53000, 0.176, 2.0, 1.4142
29.55000, 0.176, 3.0, 1.7321
29.57000, 0.176, 1.0, 1.0000
29.59000, 0.176, 3.0, 1.7321
29.61000, 0.176, 6.0, 2.4495
29.63000, 0.176, 2.0, 1.4142
29.65000, 0.176, 2.0, 1.4142
29.67000, 0.176, 4.0, 2.0000
29.69000, 0.176, 6.0, 2.4495
29.71000, 0.176, 1.0, 1.0000
29.73000, 0.176, 2.0, 1.4142
29.75000, 0.176, 2.0, 1.4142
29.77000, 0.176, 4.0, 2.0000
29.79000, 0.176, 8.0, 2.8284
29.81000, 0.176, 5.0, 2.2361
29.83000, 0.176, 4.0, 2.0000
29.85000, 0.176, 6.0, 2.4495
29.87000, 0.176, 4.0, 2.0000
29.89000, 0.176, 1.0, 1.0000
29.91000, 0.176, 6.0, 2.4495
29.93000, 0.176, 3.0, 1.7321
29.95000, 0.176, 4.0, 2.0000
29.97000, 0.176, 3.0, 1.7321
29.99000, 0.176, 2.0, 1.4142
30.01000, 0.176, 4.0, 2.0000
30.03000, 0.176, 3.0, 1.7321
30.05000, 0.176, 1.0, 1.0000
30.07000, 0.176, 2.0, 1.4142
30.09000, 0.176, 4.0, 2.0000
30.11000, 0.176, 4.0, 2.0000
30.13000, 0.176, 5.0, 2.2361
30.15000, 0.176, 4.0, 2.0000
30.17000, 0.176, 3.0, 1.7321
30.19000, 0.176, 1.0, 1.0000
30.21000, 0.176, 4.0, 2.0000
30.23000, 0.176, 5.0, 2.2361
30.25000, 0.176, 4.0, 2.0000
30.27000, 0.176, 7.0, 2.6458
30.29000, 0.176, 3.0, 1.7321
30.31000, 0.176, 4.0, 2.0000
30.33000, 0.176, 3.0, 1.7321
30.35000, 0.176, 2.0, 1.4142
30.37000, 0.176, 5.0, 2.2361
30.39000, 0.176, 0.0, 0.0000
30.41000, 0.176, 2.0, 1.4142
30.43000, 0.176, 1.0, 1.0000
30.45000, 0.176, 1.0, 1.0000
30.47000, 0.176, 4.0, 2.0000
30.49000, 0.176, 5.0, 2.2361
30.51000, 0.176, 2.0, 1.4142
30.53000, 0.176, 2.0, 1.4142
30.55000, 0.176, 6.0, 2.4495
30.57000, 0.176, 4.0, 2.0000
30.59000, 0.176, 5.0, 2.2361
30.61000, 0.176, 6.0, 2.4495
30.63000, 0.176, 5.0, 2.2361
30.65000, 0.176, 3.0, 1.7321
30.67000, 0.176, 2.0, 1.4142
30.69000, 0.176, 4.0, 2.0000
30.71000, 0.176, 2.0, 1.4142
30.73000, 0.176, 5.0, 2.2361
30.75000, 0.176, 4.0, 2.0000
30.77000, 0.176, 4.0, 2.0000
30.79000, 0.176, 5.0, 2.2361
30.81000, 0.176, 1.0, 1.0000
30.83000, 0.176, 4.0, 2.0000
30.85000, 0.176, 5.0, 2.2361
30.87000, 0.176, 8.0, 2.8284
30.89000, 0.176, 4.0, 2.0000
30.91000, 0.176, 4.0, 2.0000
30.93000, 0.176, 4.0, 2.0000
30.95000, 0.176, 2.0, 1.4142
30.97000, 0.176, 3.0, 1.7321
30.99000, 0.176, 0.0, 0.0000
31.01000, 0.176, 7.0, 2.6458
31.03000, 0.176, 4.0, 2.0000
31.05000, 0.176, 3.0, 1.7321
31.07000, 0.176, 4.0, 2.0000
31.09000, 0.176, 2.0, 1.4142
31.11000, 0.176, 5.0, 2.2361
31.13000, 0.176, 5.0, 2.2361
31.15000, 0.176, 4.0, 2.0000
31.17000, 0.176, 2.0, 1.4142
31.19000, 0.176, 1.0, 1.0000
31.21000, 0.176, 0.0, 0.0000
31.23000, 0.176, 4.0, 2.0000
31.25000, 0.176, 3.0, 1.7321
31.27000, 0.176, 3.0, 1.7321
31.29000, 0.176, 1.0, 1.0000
31.31000, 0.176, 1.0, 1.0000
31.33000, 0.176, 5.0, 2.2361
31.35000, 0.176, 4.0, 2.0000
31.37000, 0.176, 2.0, 1.4142
31.39000, 0.176, 2.0, 1.4142
31.41000, 0.176, 3.0, 1.7321
31.43000, 0.176, 8.0, 2.8284
31.45000, 0.176, 6.0, 2.4495
31.47000, 0.176, 1.0, 1.0000
31.49000, 0.176, 3.0, 1.7321
31.51000, 0.176, 4.0, 2.0000
31.53000, 0.176, 2.0, 1.4142
31.55000, 0.176, 2.0, 1.4142
31.57000, 0.176, 2.0, 1.4142
31.59000, 0.176, 4.0, 2.0000
31.61000, 0.176, 6.0, 2.4495
31.63000, 0.176, 2.0, 1.4142
31.65000, 0.176, 3.0, 1.7321
31.67000, 0.176, 3.0, 1.7321
31.69000, 0.176, 0.0, 0.0000
31.71000, 0.176, 6.0, 2.4495
31.73000, 0.176, 7.0, 2.6458
31.75000, 0.176, 4.0, 2.0000
31.77000, 0.176, 4.0, 2.0000
31.79000, 0.176, 3.0, 1.7321
31.81000, 0.176, 3.0, 1.7321
31.83000, 0.176, 4.0, 2.0000
31.85000, 0.176, 3.0, 1.7321
31.87000, 0.176, 4.0, 2.0000
31.89000, 0.176, 1.0, 1.0000
31.91000, 0.176, 2.0, 1.4142
31.93000, 0.176, 4.0, 2.0000
31.95000, 0.176, 3.0, 1.7321
31.97000, 0.176, 2.0, 1.4142
31.99000, 0.176, 7.0, 2.6458
32.01000, 0.176, 5.0, 2.2361
32.03000, 0.176, 4.0, 2.0000
32.05000, 0.176, 3.0, 1.7321
32.07000, 0.176, 0.0, 0.0000
32.09000, 0.176, 2.0, 1.4142
32.11000, 0.176, 3.0, 1.7321
32.13000, 0.176, 3.0, 1.7321
32.15000, 0.176, 7.0, 2.6458
32.17000, 0.176, 0.0, 0.0000
32.19000, 0.176, 5.0, 2.2361
32.21000, 0.176, 0.0, 0.0000
32.23000, 0.176, 4.0, 2.0000
32.25000, 0.176, 5.0, 2.2361
32.27000, 0.176, 6.0, 2.4495
32.29000, 0.176, 2.0, 1.4142
32.31000, 0.176, 1.0, 1.0000
32.33000, 0.176, 1.0, 1.0000
32.35000, 0.176, 2.0, 1.4142
32.37000, 0.176, 5.0, 2.2361
32.39000, 0.176, 5.0, 2.2361
32.41000, 0.176, 4.0, 2.0000
32.43000, 0.176, 3.0, 1.7321
32.45000, 0.176, 4.0, 2.0000
32.47000, 0.176, 5.0, 2.2361
32.49000, 0.176, 2.0, 1.4142
32.51000, 0.176, 3.0, 1.7321
32.53000, 0.176, 2.0, 1.4142
32.55000, 0.176, 6.0, 2.4495
32.57000, 0.176, 2.0, 1.4142
32.59000, 0.176, 2.0, 1.4142
32.61000, 0.176, 3.0, 1.7321
32.63000, 0.176, 2.0, 1.4142
32.65000, 0.176, 1.0, 1.0000
32.67000, 0.176, 3.0, 1.7321
32.69000, 0.176, 6.0, 2.4495
32.71000, 0.176, 1.0, 1.0000
32.73000, 0.176, 8.0, 2.8284
32.75000, 0.176, 3.0, 1.7321
32.77000, 0.176, 5.0, 2.2361
32.79000, 0.176, 5.0, 2.2361
32.81000, 0.176, 4.0, 2.0000
32.83000, 0.176, 2.0, 1.4142
32.85000, 0.176, 4.0, 2.0000
32.87000, 0.176, 4.0, 2.0000
32.89000, 0.176, 5.0, 2.2361
32.91000, 0.176, 2.0, 1.4142
32.93000, 0.176, 4.0, 2.0000
32.95000, 0.176, 7.0, 2.6458
32.97000, 0.176, 2.0, 1.4142
32.99000, 0.176, 7.0, 2.6458
33.01000, 0.176, 5.0, 2.2361
33.03000, 0.176, 1.0, 1.0000
33.05000, 0.176, 5.0, 2.2361
33.07000, 0.176, 2.0, 1.4142
33.09000, 0.176, 2.0, 1.4142
33.11000, 0.176, 4.0, 2.0000
33.13000, 0.176, 4.0, 2.0000
33.15000, 0.176, 2.0, 1.4142
33.17000, 0.176, 4.0, 2.0000
33.19000, 0.176, 2.0, 1.4142
33.21000, 0.176, 2.0, 1.4142
33.23000, 0.176, 1.0, 1.0000
33.25000, 0.176, 5.0, 2.2361
33.27000, 0.176, 3.0, 1.7321
33.29000, 0.176, 6.0, 2.4495
33.31000, 0.176, 2.0, 1.4142
33.33000, 0.176, 2.0, 1.4142
33.35000, 0.176, 3.0, 1.7321
33.37000, 0.176, 6.0, 2.4495
33.39000, 0.176, 6.0, 2.4495
33.41000, 0.176, 3.0, 1.7321
33.43000, 0.176, 2.0, 1.4142
33.45000, 0.176, 5.0, 2.2361
33.47000, 0.176, 2.0, 1.4142
33.49000, 0.176, 8.0, 2.8284
33.51000, 0.176, 5.0, 2.2361
33.53000, 0.176, 6.0, 2.4495
33.55000, 0.176, 3.0, 1.7321
33.57000, 0.176, 4.0, 2.0000
33.59000, 0.176, 8.0, 2.8284
33.61000, 0.176, 4.0, 2.0000
33.63000, 0.176, 3.0, 1.7321
33.65000, 0.176, 5.0, 2.2361
33.67000, 0.176, 5.0, 2.2361
33.69000, 0.176, 5.0, 2.2361
33.71000, 0.176, 5.0, 2.2361
33.73000, 0.176, 1.0, 1.0000
33.75000, 0.176, 1.0, 1.0000
33.77000, 0.176, 4.0, 2.0000
33.79000, 0.176, 5.0, 2.2361
33.81000, 0.176, 1.0, 1.0000
33.83000, 0.176, 3.0, 1.7321
33.85000, 0.176, 2.0, 1.4142
33.87000, 0.176, 2.0, 1.4142
33.89000, 0.176, 3.0, 1.7321
33.91000, 0.176, 2.0, 1.4142
33.93000, 0.176, 5.0, 2.2361
33.95000, 0.176, 3.0, 1.7321
33.97000, 0.176, 3.0, 1.7321
33.99000, 0.176, 3.0, 1.7321
34.01000, 0.176, 1.0, 1.0000
34.03000, 0.176, 2.0, 1.4142
34.05000, 0.176, 6.0, 2.4495
34.07000, 0.176, 6.0, 2.4495
34.09000, 0.176, 1.0, 1.0000
34.11000, 0.176, 6.0, 2.4495
34.13000, 0.176, 3.0, 1.7321
34.15000, 0.176, 0.0, 0.0000
34.17000, 0.176, 5.0, 2.2361
34.19000, 0.176, 5.0, 2.2361
34.21000, 0.176, 1.0, 1.0000
34.23000, 0.176, 3.0, 1.7321
34.25000, 0.176, 4.0, 2.0000
34.27000, 0.176, 5.0, 2.2361
34.29000, 0.176, 3.0, 1.7321
34.31000, 0.176, 2.0, 1.4142
34.33000, 0.176, 6.0, 2.4495
34.35000, 0.176, 2.0, 1.4142
34.37000, 0.176, 5.0, 2.2361
34.39000, 0.176, 3.0, 1.7321
34.41000, 0.176, 5.0, 2.2361
34.43000, 0.176, 2.0, 1.4142
34.45000, 0.176, 3.0, 1.7321
34.47000, 0.176, 7.0, 2.6458
34.49000, 0.176, 0.0, 0.0000
34.51000, 0.176, 4.0, 2.0000
34.53000, 0.176, 2.0, 1.4142
34.55000, 0.176, 2.0, 1.4142
34.57000, 0.176, 2.0, 1.4142
34.59000, 0.176, 2.0, 1.4142
34.61000, 0.176, 2.0, 1.4142
34.63000, 0.176, 2.0, 1.4142
34.65000, 0.176, 4.0, 2.0000
34.67000, 0.176, 3.0, 1.7321
34.69000, 0.176, 3.0, 1.7321
34.71000, 0.176, 6.0, 2.4495
34.73000, 0.176, 3.0, 1.7321
34.75000, 0.176, 8.0, 2.8284
34.77000, 0.176, 6.0, 2.4495
34.79000, 0.176, 5.0, 2.2361
34.81000, 0.176, 1.0, 1.0000
34.83000, 0.176, 8.0, 2.8284
34.85000, 0.176, 3.0, 1.7321
34.87000, 0.176, 1.0, 1.0000
34.89000, 0.176, 4.0, 2.0000
34.91000, 0.176, 9.0, 3.0000
34.93000, 0.176, 3.0, 1.7321
34.95000, 0.176, 8.0, 2.8284
34.97000, 0.176, 5.0, 2.2361
34.99000, 0.176, 0.0, 0.0000
35.01000, 0.176, 6.0, 2.4495
35.03000, 0.176, 4.0, 2.0000
35.05000, 0.176, 6.0, 2.4495
35.07000, 0.176, 3.0, 1.7321
35.09000, 0.176, 3.0, 1.7321
35.11000, 0.176, 2.0, 1.4142
35.13000, 0.176, 6.0, 2.4495
35.15000, 0.176, 3.0, 1.7321
35.17000, 0.176, 7.0, 2.6458
35.19000, 0.176, 7.0, 2.6458
35.21000, 0.176, 5.0, 2.2361
35.23000, 0.176, 2.0, 1.4142
35.25000, 0.176, 2.0, 1.4142
35.27000, 0.176, 3.0, 1.7321
35.29000, 0.176, 3.0, 1.7321
35.31000, 0.176, 3.0, 1.7321
35.33000, 0.176, 4.0, 2.0000
35.35000, 0.176, 7.0, 2.6458
35.37000, 0.176, 3.0, 1.7321
35.39000, 0.176, 4.0, 2.0000
35.41000, 0.176, 2.0, 1.4142
35.43000, 0.176, 6.0, 2.4495
35.45000, 0.176, 1.0, 1.0000
35.47000, 0.176, 3.0, 1.7321
35.49000, 0.176, 5.0, 2.2361
35.51000, 0.176, 2.0, 1.4142
35.53000, 0.176, 5.0, 2.2361
35.55000, 0.176, 5.0, 2.2361
35.57000, 0.176, 3.0, 1.7321
35.59000, 0.176, 3.0, 1.7321
35.61000, 0.176, 2.0, 1.4142
35.63000, 0.176, 3.0, 1.7321
35.65000, 0.176, 3.0, 1.7321
35.67000, 0.176, 6.0, 2.4495
35.69000, 0.176, 3.0, 1.7321
35.71000, 0.176, 4.0, 2.0000
35.73000, 0.176, 4.0, 2.0000
35.75000, 0.176, 5.0, 2.2361
35.77000, 0.176, 7.0, 2.6458
35.79000, 0.176, 5.0, 2.2361
35.81000, 0.176, 1.0, 1.0000
35.83000, 0.176, 6.0, 2.4495
35.85000, 0.176, 4.0, 2.0000
35.87000, 0.176, 8.0, 2.8284
35.89000, 0.176, 3.0, 1.7321
35.91000, 0.176, 2.0, 1.4142
35.93000, 0.176, 7.0, 2.6458
35.95000, 0.176, 6.0, 2.4495
35.97000, 0.176, 3.0, 1.7321
35.99000, 0.176, 4.0, 2.0000
36.01000, 0.176, 4.0, 2.0000
36.03000, 0.176, 3.0, 1.7321
36.05000, 0.176, 5.0, 2.2361
36.07000, 0.176, 9.0, 3.0000
36.09000, 0.176, 6.0, 2.4495
36.11000, 0.176, 3.0, 1.7321
36.13000, 0.176, 5.0, 2.2361
36.15000, 0.176, 6.0, 2.4495
36.17000, 0.176, 3.0, 1.7321
36.19000, 0.176, 6.0, 2.4495
36.21000, 0.176, 6.0, 2.4495
36.23000, 0.176, 8.0, 2.8284
36.25000, 0.176, 7.0, 2.6458
36.27000, 0.176, 7.0, 2.6458
36.29000, 0.176, 8.0, 2.8284
36.31000, 0.176, 7.0, 2.6458
36.33000, 0.176, 8.0, 2.8284
36.35000, 0.176, 4.0, 2.0000
36.37000, 0.176, 6.0, 2.4495
36.39000, 0.176, 4.0, 2.0000
36.41000, 0.176, 6.0, 2.4495
36.43000, 0.176, 4.0, 2.0000
36.45000, 0.176, 7.0, 2.6458
36.47000, 0.176, 9.0, 3.0000
36.49000, 0.176, 9.0, 3.0000
36.51000, 0.176, 9.0, 3.0000
36.53000, 0.176, 5.0, 2.2361
36.55000, 0.176, 9.0, 3.0000
36.57000, 0.176, 9.0, 3.0000
36.59000, 0.176, 12.0, 3.4641
36.61000, 0.176, 7.0, 2.6458
36.63000, 0.176, 12.0, 3.4641
36.65000, 0.176, 9.0, 3.0000
36.67000, 0.176, 15.0, 3.8730
36.69000, 0.176, 6.0, 2.4495
36.71000, 0.176, 12.0, 3.4641
36.73000, 0.176, 10.0, 3.1623
36.75000, 0.176, 9.0, 3.0000
36.77000, 0.176, 7.0, 2.6458
36.79000, 0.176, 11.0, 3.3166
36.81000, 0.176, 8.0, 2.8284
36.83000, 0.176, 9.0, 3.0000
36.85000, 0.176, 8.0, 2.8284
36.87000, 0.176, 16.0, 4.0000
36.89000, 0.176, 6.0, 2.4495
36.91000, 0.176, 13.0, 3.6056
36.93000, 0.176, 14.0, 3.7417
36.95000, 0.176, 16.0, 4.0000
36.97000, 0.176, 12.0, 3.4641
36.99000, 0.176, 13.0, 3.6056
37.01000, 0.176, 16.0, 4.0000
37.03000, 0.176, 15.0, 3.8730
37.05000, 0.176, 17.0, 4.1231
37.07000, 0.176, 13.0, 3.6056
37.09000, 0.176, 32.0, 5.6569
37.11000, 0.176, 24.0, 4.8990
37.13000, 0.176, 24.0, 4.8990
37.15000, 0.176, 24.0, 4.8990
37.17000, 0.176, 23.0, 4.7958
37.19000, 0.176, 41.0, 6.4031
37.21000, 0.176, 21.0, 4.5826
37.23000, 0.176, 29.0, 5.3852
37.25000, 0.176, 38.0, 6.1644
37.27000, 0.176, 32.0, 5.6569
37.29000, 0.176, 42.0, 6.4807
37.31000, 0.176, 38.0, 6.1644
37.33000, 0.176, 44.0, 6.6332
37.35000, 0.176, 51.0, 7.1414
37.37000, 0.176, 58.0, 7.6158
37.39000, 0.176, 64.0, 8.0000
37.41000, 0.176, 70.0, 8.3666
37.43000, 0.176, 71.0, 8.4261
37.45000, 0.176, 71.0, 8.4261
37.47000, 0.176, 108.0, 10.3923
37.49000, 0.176, 118.0, 10.8628
37.51000, 0.176, 133.0, 11.5326
37.53000, 0.176, 155.0, 12.4499
37.55000, 0.176, 193.0, 13.8924
37.57000, 0.176, 217.0, 14.7309
37.59000, 0.176, 253.0, 15.9060
37.61000, 0.176, 310.0, 17.6068
37.63000, 0.176, 351.0, 18.7350
37.65000, 0.176, 447.0, 21.1424
37.67000, 0.176, 545.0, 23.3452
37.69000, 0.176, 666.0, 25.8070
37.71000, 0.176, 852.0, 29.1890
37.73000, 0.176, 1019.0, 31.9218
37.75000, 0.176, 1194.0, 34.5543
37.77000, 0.176, 1437.0, 37.9078
37.79000, 0.176, 1525.0, 39.0512
37.81000, 0.176, 1645.0, 40.5586
37.83000, 0.176, 1857.0, 43.0929
37.85000, 0.176, 1816.0, 42.6146
37.87000, 0.176, 1750.0, 41.8330
37.89000, 0.176, 1805.0, 42.4853
37.91000, 0.176, 1684.0, 41.0366
37.93000, 0.176, 1567.0, 39.5854
37.95000, 0.176, 1352.0, 36.7696
37.97000, 0.176, 1278.0, 35.7491
37.99000, 0.176, 957.0, 30.9354
38.01000, 0.176, 738.0, 27.1662
38.03000, 0.176, 565.0, 23.7697
38.05000, 0.176, 460.0, 21.4476
38.07000, 0.176, 329.0, 18.1384
38.09000, 0.176, 225.0, 15.0000
38.11000, 0.176, 183.0, 13.5277
38.13000, 0.176, 175.0, 13.2288
38.15000, 0.176, 132.0, 11.4891
38.17000, 0.176, 132.0, 11.4891
38.19000, 0.176, 100.0, 10.0000
38.21000, 0.176, 83.0, 9.1104
38.23000, 0.176, 73.0, 8.5440
38.25000, 0.176, 53.0, 7.2801
38.27000, 0.176, 58.0, 7.6158
38.29000, 0.176, 50.0, 7.0711
38.31000, 0.176, 38.0, 6.1644
38.33000, 0.176, 43.0, 6.5574
38.35000, 0.176, 48.0, 6.9282
38.37000, 0.176, 32.0, 5.6569
38.39000, 0.176, 37.0, 6.0828
38.41000, 0.176, 23.0, 4.7958
38.43000, 0.176, 29.0, 5.3852
38.45000, 0.176, 28.0, 5.2915
38.47000, 0.176, 17.0, 4.1231
38.49000, 0.176, 19.0, 4.3589
38.51000, 0.176, 22.0, 4.6904
38.53000, 0.176, 23.0, 4.7958
38.55000, 0.176, 18.0, 4.2426
38.57000, 0.176, 24.0, 4.8990
38.59000, 0.176, 18.0, 4.2426
38.61000, 0.176, 19.0, 4.3589
38.63000, 0.176, 14.0, 3.7417
38.65000, 0.176, 16.0, 4.0000
38.67000, 0.176, 12.0, 3.4641
38.69000, 0.176, 15.0, 3.8730
38.71000, 0.176, 9.0, 3.0000
38.73000, 0.176, 13.0, 3.6056
38.75000, 0.176, 10.0, 3.1623
38.77000, 0.176, 7.0, 2.6458
38.79000, 0.176, 6.0, 2.4495
38.81000, 0.176, 8.0, 2.8284
38.83000, 0.176, 11.0, 3.3166
38.85000, 0.176, 12.0, 3.4641
38.87000, 0.176, 12.0, 3.4641
38.89000, 0.176, 8.0, 2.8284
38.91000, 0.176, 6.0, 2.4495
38.93000, 0.176, 12.0, 3.4641
38.95000, 0.176, 5.0, 2.2361
38.97000, 0.176, 3.0, 1.7321
38.99000, 0.176, 7.0, 2.6458
39.01000, 0.176, 7.0, 2.6458
39.03000, 0.176, 7.0, 2.6458
39.05000, 0.176, 7.0, 2.6458
39.07000, 0.176, 9.0, 3.0000
39.09000, 0.176, 7.0, 2.6458
39.11000, 0.176, 13.0, 3.6056
39.13000, 0.176, 3.0, 1.7321
39.15000, 0.176, 8.0, 2.8284
39.17000, 0.176, 12.0, 3.4641
39.19000, 0.176, 3.0, 1.7321
39.21000, 0.176, 3.0, 1.7321
39.23000, 0.176, 8.0, 2.8284
39.25000, 0.176, 4.0, 2.0000
39.27000, 0.176, 9.0, 3.0000
39.29000, 0.176, 4.0, 2.0000
39.31000, 0.176, 5.0, 2.2361
39.33000, 0.176, 5.0, 2.2361
39.35000, 0.176, 2.0, 1.4142
39.37000, 0.176, 2.0, 1.4142
39.39000, 0.176, 3.0, 1.7321
39.41000, 0.176, 2.0, 1.4142
39.43000, 0.176, 7.0, 2.6458
39.45000, 0.176, 4.0, 2.0000
39.47000, 0.176, 4.0, 2.0000
39.49000, 0.176, 6.0, 2.4495
39.51000, 0.176, 7.0, 2.6458
39.53000, 0.176, 6.0, 2.4495
39.55000, 0.176, 5.0, 2.2361
39.57000, 0.176, 7.0, 2.6458
39.59000, 0.176, 6.0, 2.4495
39.61000, 0.176, 3.0, 1.7321
39.63000, 0.176, 2.0, 1.4142
39.65000, 0.176, 9.0, 3.0000
39.67000, 0.176, 3.0, 1.7321
39.69000, 0.176, 6.0, 2.4495
39.71000, 0.176, 3.0, 1.7321
39.73000, 0.176, 6.0, 2.4495
39.75000, 0.176, 6.0, 2.4495
39.77000, 0.176, 10.0, 3.1623
39.79000, 0.176, 2.0, 1.4142
39.81000, 0.176, 5.0, 2.2361
39.83000, 0.176, 5.0, 2.2361
39.85000, 0.176, 4.0, 2.0000
39.87000, 0.176, 6.0, 2.4495
39.89000, 0.176, 3.0, 1.7321
39.91000, 0.176, 4.0, 2.0000
39.93000, 0.176, 3.0, 1.7321
39.95000, 0.176, 7.0, 2.6458
39.97000, 0.176, 2.0, 1.4142
39.99000, 0.176, 5.0, 2.2361
40.01000, 0.176, 6.0, 2.4495
40.03000, 0.176, 4.0, 2.0000
40.05000, 0.176, 4.0, 2.0000
40.07000, 0.176, 4.0, 2.0000
40.09000, 0.176, 3.0, 1.7321
40.11000, 0.176, 2.0, 1.4142
40.13000, 0.176, 5.0, 2.2361
40.15000, 0.176, 2.0, 1.4142
40.17000, 0.176, 4.0, 2.0000
40.19000, 0.176, 4.0, 2.0000
40.21000, 0.176, 7.0, 2.6458
40.23000, 0.176, 5.0, 2.2361
40.25000, 0.176, 3.0, 1.7321
40.27000, 0.176, 3.0, 1.7321
40.29000, 0.176, 6.0, 2.4495
40.31000, 0.176, 2.0, 1.4142
40.33000, 0.176, 5.0, 2.2361
40.35000, 0.176, 2.0, 1.4142
40.37000, 0.176, 0.0, 0.0000
40.39000, 0.176, 4.0, 2.0000
40.41000, 0.176, 3.0, 1.7321
40.43000, 0.176, 4.0, 2.0000
40.45000, 0.176, 3.0, 1.7321
40.47000, 0.176, 2.0, 1.4142
40.49000, 0.176, 1.0, 1.0000
40.51000, 0.176, 4.0, 2.0000
40.53000, 0.176, 4.0, 2.0000
40.55000, 0.176, 2.0, 1.4142
40.57000, 0.176, 4.0, 2.0000
40.59000, 0.176, 3.0, 1.7321
40.61000, 0.176, 8.0, 2.8284
40.63000, 0.176, 8.0, 2.8284
40.65000, 0.176, 4.0, 2.0000
40.67000, 0.176, 3.0, 1.7321
40.69000, 0.176, 5.0, 2.2361
40.71000, 0.176, 2.0, 1.4142
40.73000, 0.176, 5.0, 2.2361
40.75000, 0.176, 8.0, 2.8284
40.77000, 0.176, 5.0, 2.2361
40.79000, 0.176, 5.0, 2.2361
40.81000, 0.176, 3.0, 1.7321
40.83000, 0.176, 8.0, 2.8284
40.85000, 0.176, 5.0, 2.2361
40.87000, 0.176, 4.0, 2.0000
40.89000, 0.176, 5.0, 2.2361
40.91000, 0.176, 3.0, 1.7321
40.93000, 0.176, 2.0, 1.4142
40.95000, 0.176, 3.0, 1.7321
40.97000, 0.176, 0.0, 0.0000
40.99000, 0.176, 7.0, 2.6458
41.01000, 0.176, 5.0, 2.2361
41.03000, 0.176, 1.0, 1.0000
41.05000, 0.176, 4.0, 2.0000
41.07000, 0.176, 7.0, 2.6458
41.09000, 0.176, 4.0, 2.0000
41.11000, 0.176, 1.0, 1.0000
41.13000, 0.176, 5.0, 2.2361
41.15000, 0.176, 4.0, 2.0000
41.17000, 0.176, 4.0, 2.0000
41.19000, 0.176, 2.0, 1.4142
41.21000, 0.176, 4.0, 2.0000
41.23000, 0.176, 2.0, 1.4142
41.25000, 0.176, 1.0, 1.0000
41.27000, 0.176, 4.0, 2.0000
41.29000, 0.176, 4.0, 2.0000
41.31000, 0.176, 7.0, 2.6458
41.33000, 0.176, 8.0, 2.8284
41.35000, 0.176, 3.0, 1.7321
41.37000, 0.176, 2.0, 1.4142
41.39000, 0.176, 3.0, 1.7321
41.41000, 0.176, 2.0, 1.4142
41.43000, 0.176, 5.0, 2.2361
41.45000, 0.176, 3.0, 1.7321
41.47000, 0.176, 3.0, 1.7321
41.49000, 0.176, 2.0, 1.4142
41.51000, 0.176, 3.0, 1.7321
41.53000, 0.176, 3.0, 1.7321
41.55000, 0.176, 5.0, 2.2361
41.57000, 0.176, 0.0, 0.0000
41.59000, 0.176, 0.0, 0.0000
41.61000, 0.176, 5.0, 2.2361
